,시도교육청,자료명,"파일명(활동명, 자료제목)",자료유형,활동 유형,학교급,시간(차시),과목명,환경교육역량,장소,환경주제,SDGs목표,교수학습방법,성취기준
875,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_중등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_중등_12,"교사용 수업 지도안, 학생용 활동지",실천문화 조성,중학교,4,창의적 체험 활동,"창의적 문제해결 역량, 협동과공동체 역량",일반교실,"지구환경, 생활환경","기후변화, 지속가능한 생산과 소비","프로젝트, 토의와 토론","[9환04-03] 온실가스의 종류와 특성을 알아보고, 온실가스 배출원과 배출량을 비교하여 인간 활동이 기후변화에 끼친 영향을 파악한다.
[9환04-05] 학교와 지역에서 실천할 수 있는 기후행동을 계획하고 참여하며 그 결과를 성찰한다."
876,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등_1,"교사용 수업 지도안, 학생용 활동지",교육과정 연계,"초등학교(3~4), 초등학교(5~6)",2,"과학, 창의적 체험 활동","환경감수성, 협동과공동체 역량","일반교실, 운동장(야외)",자연환경,육상생태계,"관찰, 프로젝트, 견학과 체험","[4과05-01] 여러 가지 식물을 관찰하여 생김새와 특징에 따라 식물을 분류할 수 있다.
[4과05-02] 식물의 생김새와 특징이 사는 환경과 관련되어 있음을 설명할 수 있다."
877,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등_2,"교사용 수업 지도안, 학생용 활동지",교육과정 연계,초등학교전체,2,"과학, 수학",창의적 문제해결 역량,"일반교실, 운동장(야외)",생활환경,"깨끗한 물과 위생, 기후변화","실험과 실습, 조사, 프로젝트","[4과16-01] 지구상의 물이 바다, 육지, 공기, 생물 등 여러 곳에 존재함을 알고, 자원으로서 물의 가치를 이해한다.
[4수05-01] 실생활 자료를 수집, 분류, 정리하여 표와 막대그래프로 나타내고, 그래프를 해석할 수 있다.
[6과12-03] 물 부족 등 기후 변화로 인해 나타날 수 있는 문제점을 예측하고 그 대응 방안을 제안할 수 있다."
878,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등_3,"교사용 수업 지도안, 학생용 활동지","교육과정 연계, 지역 연계",초등학교(3~4),,"기타, 통합 교과","환경감수성, 창의적 문제해결 역량, 협동과공동체 역량",일반교실,"지구환경, 생활환경",기후변화,조사,"[4과16-02] 기후변화의 심각성에 관심을 가지고 기후변화가 우리 생활과 환경에 미치는 영향을 설명할 수 있다                                                                          ,                                                                               "
879,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등_4,"교사용 수업 지도안, 학생용 활동지",교육과정 연계,초등학교(5~6),6,"과학, 사회","환경감수성, 시스템 사고","일반교실, 운동장(야외)",자연환경,육상생태계,"관찰, 토의와 토론","[6과12-02] 식물의 전체적인 구조 관찰과 실험을 통해 뿌리 줄기 잎 꽃의 구조와 기능을 설명할 수 있다 . 
[6과05-01] 생태계가 생물 요소와 비생물 요소로 이루어져 있음을 알고 생태계 구성 요소들이 서로 영향을 주고받음을 설명할 수 있다.
[6과05-03] 생태계 보전의 필요성을 인식하고 생태계 보전을 위해 우리가 할 수 있는 일에 대해 토의할 수 있다.
[6사08-05] 지구촌의 주요 환경문제를 조사하여 해결 방안을 탐색하고 환경 문제 해결에 협력하는 세계시민의 자세를 기른다."
880,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등_5,"교사용 수업 지도안, 학생용 활동지",교육과정 연계,초등학교(1~2),4,통합 교과,환경감수성,일반교실,"지구환경, 생활환경",기후변화,"관찰, 놀이","[2바03-04] 공동체 속에서 지속가능성을 위한 삶의 방식을 찾아 실천한다.
[2바01-04] 모두를 위한 생활환경을 만드는 데 참여한다."
881,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등_6,"교사용 수업 지도안, 학생용 활동지",교육과정 연계,"초등학교(3~4), 초등학교(5~6)",4,"과학, 미술","환경감수성, 환경 정보 활용 능력","일반교실, 운동장(야외)",자연환경,육상생태계,"관찰, 조사, 창작","[6과11-03] 여러 가지 식물의 특징을 설명하는 자료를 만들어 공유할 수 있다.
[6미02-02] 디지털 매체 등 다양한 표현 재료와 용구를 탐색하여 작품 제작에 활용할 수 있다."
882,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등_7,"교사용 수업 지도안, 학생용 활동지",교육과정 연계,초등학교전체,2,"수학, 창의적 체험 활동","시스템 사고, 창의적 문제해결 역량",일반교실,"지구환경, 생활환경","기후변화, 지속가능한 에너지","조사, 실험과 실습","[6수05-01] 실생활 자료를 수집, 분류, 정리하여 기준에 따라 분류하고, 그래프로 나타내어 그 내용을 해석할 수 있다.
[6사08-05] 지구촌의 환경 문제를 해결하기 위한 국제기구와 국가, 시민 단체의 노력을 탐구하고, 환경 보호를 실천하는 생활 태도를 기른다.
[6실02-10] 자원을 효율적으로 관리하고 환경과 어울리는 의식주 생활을 통해 지속가능한 삶을 실천한다."
883,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등_8,교사용 수업 지도안,"교육과정 연계, 지역 연계",초등학교전체,4,"사회, 창의적 체험 활동","창의적 문제해결 역량, 협동과공동체 역량",일반교실,생활환경,지속가능한 생산과 소비,"놀이, 조사, 창작","[6실02-10] 자원을 효율적으로 관리하고 환경과 어울리는 의식주 생활을 통해 지속가능한 삶을 실천한다.
[6사08-05] 지구촌의 환경 문제를 해결하기 위한 국제기구와 국가, 시민 단체의 노력을 탐구하고, 환경 보호를 실천하는 생활 태도를 기른다.
[6실05-02] 생활 속에 적용된 발명과 문제 해결의 사례를 통해 발명의 의미와 가치를 이해한다."
884,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등_9,교사용 수업 지도안,"교육과정 연계, 지역 연계",초등학교전체,2,"실과, 창의적 체험 활동",환경감수성,일반교실,"생활환경, 지구환경","기후변화, 지속가능한 생산과 소비",조사,"[6실01-02] 건강한 식생활의 중요성을 인식하고, 자신의 식습관을 평가하며 균형 잡힌 식사를 계획하고 준비한다.
[6실03-01] 식물과 동물의 특징 및 중요성을 이해하고, 생명 존중을 바탕으로 동식물을 보살피는 방법을 탐색하고 실천한다.
[6과03-02] 여러 가지 생물을 관찰하고 생태계를 구성하는 생물 요소를 분류하며, 생태계 보전의 필요성을 토의할 수 있다."
885,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등_10,교사용 수업 지도안,교육과정 연계,초등학교(3~4),3,"과학, 도덕","환경감수성, 환경 정보 활용 능력","일반교실, 운동장(야외)",자연환경,육상생태계,"관찰, 조사","[4과03-01] 여러 가지 식물을 관찰하여 특징에 따라 식물을 분류할 수 있다.
[4도04-02] 인간과 자연이 함께 살아야 하는 이유를 이해하고 공생을 위한 구체적인 실천 계획을 세우며 생태 감수성을 기른다."
886,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등_11,"교사용 수업 지도안, 학생용 활동지",교육과정 연계,초등학교(3~4),4,"과학, 도덕","환경감수성, 환경 정보 활용 능력","일반교실, 운동장(야외)",자연환경,육상생태계,"조사, 관찰","[4과03-01] 여러 가지 식물을 관찰하여 특징에 따라 식물을 분류할 수 있다.
[4도04-02] 인간과 자연이 함께 살아야 하는 이유를 이해하고 공생을 위한 구체적인 실천 계획을 세우며 생태 감수성을 기른다."
887,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등_12,"교사용 수업 지도안, 학생용 활동지",교육과정 연계,초등학교(3~4),6,"도덕, 과학",환경감수성,"일반교실, 운동장(야외)",자연환경,"기후변화, 육상생태계","프로젝트, 창작","[4도04-02] 인간과 자연이 함께 살아야 이유에 대해 이해하고 공생을 위한 구체적인 실천계획을 세우며 생태 감수성을 기른다.
[6도06-02] 지속가능한 삶의 의미를 탐구하고 미래 세대에 대한 책임을 강화하여 자연의 다양성과 생산성 유지가 가능한 미래를 위해 실천할 수 있는 방안을 찾는다.
[4과03-02] 다양한 환경에 서식하는 식물을 조사하여 식물의 생김새와 생활 방식이 환경과 관련되어 있음을 설명할 수 있다.
[4과14-03] 인간 활동이 생태계에 미치는 영향을 조사하고 생태계 보전을 위해 우리가 할 수 있는 일을 토의하여 실천할 수 있다.
[4과16-01] 기후변화 현상의 예를 알고  기후변화가 인간의 활동과 관련되어 있음을 토의할 수 있다.  
[4과16-02] 기후변화의 심각성에 관심을 가지고 기후변화가 우리 생활과 환경에 미치는 영향을 설명할 수 있다.   
[4과16-03] 기후변화 대응 방법을 조사하고  생활 속에서 기후변화 대응 방법을 실천할 수 있다.         "
888,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등_13,"교사용 수업 지도안, 학생용 활동지",지역 연계,"초등학교(3~4), 초등학교(5~6)",3,"과학, 실과",환경감수성,"일반교실, 운동장(야외)","자연환경, 생활환경",지속가능한 생산과 소비,프로젝트,"[6과05-03] 생태계 구성 요소 사이의 관계를 이해하고, 생태계 보전의 필요성을 토의한다.
[6실04-01] 쾌적한 생활환경을 조성하기 위해 환경과 조화되는 의생활 및 자원 순환을 실천한다."
889,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등_14,"교사용 수업 지도안, 학생용 활동지",교육과정 연계,초등학교(1~2),4,"국어, 통합 교과",환경감수성,"일반교실, 운동장(야외)","생활환경, 자연환경","기후변화, 건강한 삶과 웰빙","놀이, 프로젝트, 견학과 체험","[2국01-04] 자신의 경험이나 생각을 바른 자세로 발표한다.  
[2국01-05] 듣기와 말하기에 관심과 흥미를 가진다. 
[2슬03-02] 계절과 생활의 관계를 탐구한다. 
[2즐03-02] 자연의 변화를 느끼며 놀이한다. 
[2바03-02] 계절의 변화를 대응하며 생활한다. 
[2바03-04] 공동체 속에서 지속 가능성을 위한 삶의 방식을 찾아 실천한다. "
890,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등_15,"교사용 수업 지도안, 학생용 활동지","교육과정 연계, 지역 연계",초등학교전체,6,"도덕, 과학, 통합 교과",환경감수성,"일반교실, 운동장(야외)",자연환경,"기후변화, 육상생태계","관찰, 놀이, 프로젝트","[2바01-04] 생태환경에서 더불어 살기 위해 노력한다.
[2슬01-04] 사람과 자연 동식물이 어우러져 사는 생태를 탐구한다.
[4도04-02] 인간과 자연이 함께 살아야 하는 이유를 이해하고 공생을 위한 구체적인 실천 계획을 세우며 생태 감수성을 기른다.
[4과14-02] 생물 요소들의 먹고 먹히는 관계를 조사하여 먹이그물로 표현 할 수 있다.
[4과16-02] 기후변화의 심각성에 관심을 가지고  기후변화가 우리 생활과 환경에 미치는 영향을 설명할 수 있다.
[6도04-01] 긍정적 태도의 의미와 중요성을 알고  어려움을 극복하기 위한 긍정적 삶의 태도를 습관화한다.
[6과05-02] 비생물 환경 요인이 생물에 미치는 영향을 이해하여 환경과 생물 사이의 관계를 설명할 수 있다.
[6과05-03] 생태계 보전의 필요성을 인식하고 생태계 보전을 위해 우리가 할 수 있는 일에 대해 토의할 수 있다."
891,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등_16,"교사용 수업 지도안, 학생용 활동지",교육과정 연계,초등학교(5~6),2,실과,환경감수성,일반교실,"자연환경, 생활환경","육상생태계, 지속가능한 생산과 소비",프로젝트,[6실04-01] 가꾸기와 기르기의 의미를 이해하고 동식물 자원의 중요성을 설명한다. 
892,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅱ_초등_17,"교사용 수업 지도안, 학생용 활동지","교육과정 연계, 지역 연계",초등학교(3~4),6,"사회, 과학","시스템 사고, 협동과공동체 역량, 환경 정보 활용 능력","일반교실, 운동장(야외)","생활환경, 지구환경","기후변화, 지속가능한 도시개발","조사, 프로젝트","[4사01-02] 주변의 여러 장소를 살펴보고  우리가 사는 곳을 더 살기 좋은 곳으로 만드는 방안을 탐색한다     
[4사09-01] 생활 주변에서 찾을 수 있는 여러 가지 문제를 파악하고 그 문제를 합리적으로 해결하는 능력을 기른다    
[4과03-01] 여러 가지 식물을 관찰하여 특징에 따라 식물을 분류할 수 있다.  "
893,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_중등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_중등_1,"교사용 수업 지도안, 학생용 활동지",지역 연계,중학교,6,"과학, 환경, 통합 교과",환경감수성,"학교밖, 일반교실",자연환경,"육상생태계, 지속가능한 도시개발","조사,  프로젝트","[9과02-05] 생물다양성 보전의 필요성을 이해하고, 생물다양성 유지를 위한 방안을 조사하고 실천할 수 있다."
894,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_중등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_중등_2,"교사용 수업 지도안, 학생용 활동지",지역 연계,중학교,2,"환경, 사회",환경감수성,"학교밖, 일반교실",자연환경,"육상생태계, 깨끗한 물과 위생","견학과 체험, 조사","[9환01-04] 학교나 지역 환경 탐사를 통해 지역과 나의 관계를 이해하고, 탐사 결과를 다양한 매체와 방법으로 제시한다.
[10통사1-05-03] 자신이 거주하는 지역을 사례로 공간 변화가 초래한 양상 및 문제점을 탐구하고, 공동체의 구성원으로서 지역사회의 변화를 위한 방안을 모색하고 이를 실천한다."
895,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_중등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_중등_3,"교사용 수업 지도안, 학생용 활동지",지역 연계,중학교,5,"과학, 환경, 도덕",환경감수성,"일반교실, 운동장(야외)",자연환경,"육상생태계, 기후변화",프로젝트,"[9과03-03] 물질에 따라 비열과 열팽창 정도가 다름을 알고, 이러한 성질이 일상생활에서 유용하게 활용됨을 인식할 수 있다.
[9환01-03] 오감을 활용해 자연을 체험하고, 자연의 아름다움이나 변화, 훼손 등에 대한 생각과 감정을 다양한 방법으로 표현한다."
896,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_중등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_중등_4,"교사용 수업 지도안, 학생용 활동지",교육과정 연계,"초등학교전체, 중학교, 고등학교",3,"통합 교과, 기타",환경감수성,"일반교실, 운동장(야외)",자연환경,육상생태계,"조사, 창작, 프로젝트","[1110] 주위 환경에 대한 조사 관찰 체험 등을 통해 환경에 대한 감수성을 기르고 환경의 소중함을 인식한다.
[2320] 환경 프로젝트를 통해 환경을 개선하기 위한 활동에 참여하고 그 결과를 학교나 지역 사회와 공유한다."
897,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_중등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_중등_5,"교사용 수업 지도안, 학생용 활동지",지역 연계,"초등학교(3~4), 초등학교(5~6), 초등학교전체",5,"통합 교과, 기타",환경감수성,"학교밖, 일반교실",자연환경,"지속가능한 도시개발, 육상생태계","견학과 체험, 조사, 놀이","[9과02-03] 생물다양성을 이해하고, 변이와 생물다양성의 관계를 추론할 수 있다.
[9과02-05] 생물다양성 보전의 필요성을 이해하고, 생물다양성 유지를 위한 방안을 조사하고 실천할 수 있다."
898,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_중등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_중등_6,"교사용 수업 지도안, 학생용 활동지","지역 연계, 교육과정 연계",고등학교,4,사회,환경감수성,"학교밖, 일반교실","자연환경, 지구환경","깨끗한 물과 위생, 기후변화, 해양생태계","조사, 토의와 토론, 프로젝트","[12생환03-01] 물, 대기 등과 관련된 국내외 환경 문제와 쟁점을 상호 관련성 및 광역성 등과 관련지어 심층 탐구하고, 쟁점에 대한 다양한 해석을 분석한다.
[10통사1-03-03] 환경 문제 해결을 위한 정부, 시민사회, 기업 등의 다양한 노력을 조사하고, 생태 시민으로서 실천 방안을 모색한다."
899,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_중등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_중등_7,"교사용 수업 지도안, 학생용 활동지","지역 연계, 교육과정 연계",중학교,4,과학,"창의적 문제해결 역량, 환경감수성","학교밖, 일반교실",자연환경,"깨끗한 물과 위생, 기후변화, 육상생태계","조사, 프로젝트","[9과02-05] 생물다양성 보전의 필요성을 이해하고, 생물다양성 유지를 위한 방안을 조사하고 실천할 수 있다.
[9환01-04] 학교나 지역 환경 탐사를 통해 지역과 나의 관계를 이해하고, 탐사 결과를 다양한 매체와 방법으로 제시한다.
[9환02-02] 생물다양성의 중요성을 이해하고, 인간 활동이 생태계 평형과 생물다양성에 미치는 영향을 분석하여 생태계 보전을 위한 방안을 제안한다."
900,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_중등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_중등_8,"교사용 수업 지도안, 학생용 활동지","지역 연계, 교육과정 연계",고등학교,5,"사회, 과학","환경감수성, 시스템 사고","학교밖, 일반교실",자연환경,"깨끗한 물과 위생, 육상생태계","프로젝트, 토의와 토론","[10통과2-02-01] 생태계 구성요소를 이해하고 생물과 환경 사이의 상호 관계를 설명할 수 있다.
[10통과2-02-02] 먹이 관계와 생태 피라미드를 중심으로 생태계 평형이 유지되는 과정을 이해하고, 환경의 변화가 생태계에 미칠 수 있는 영향에 대해 협력적으로 소통할 수 있다.
[10통사1-03-03] 환경 문제 해결을 위한 정부, 시민사회, 기업 등의 다양한 노력을 조사하고, 생태 시민으로서 실천 방안을 모색한다.
[10통사1-05-03] 자신이 거주하는 지역을 사례로 공간 변화가 초래한 양상 및 문제점을 탐구하고, 공동체의 구성원으로서 지역사회의 변화를 위한 방안을 모색하고 이를 실천한다.
[12한탐04-02] 도시화, 농업, 관광지 개발로 인한 산지, 하천, 해안지역의 변화를 조사하고, 환경과 개발에 대한 관점이 자연환경의 복원 및 지속가능한 활용에 미치는 영향을 파악한다.
[12생환03-01] 물, 대기 등과 관련된 국내외 환경 문제와 쟁점을 상호 관련성 및 광역성 등과 관련지어 심층 탐구하고, 쟁점에 대한 다양한 해석을 분석한다."
901,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등_1,"교사용 수업 지도안, 학생용 활동지",지역 연계,유치원,6,기타,환경감수성,운동장(야외),자연환경,육상생태계,"놀이, 견학과 체험, 관찰",[2슬02-02] 봄에 볼 수 있는 동식물의 특징과 변화를 찾아보고 생명의 소중함을 안다.
902,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등_2,"교사용 수업 지도안, 학생용 활동지",지역 연계,유치원,5,기타,환경감수성,운동장(야외),자연환경,육상생태계,"놀이, 견학과 체험, 창작","[2슬02-01] 봄의 모습과 사람들의 생활을 다양한 감각을 활용하여 탐색하고 발견한다.
[2즐02-01] 봄의 모습과 생활을 놀이와 활동으로 다양하게 표현하며 즐긴다.
[2바02-01] 봄의 변화에 관심을 가지고 자연을 사랑하는 마음으로 생활한다."
903,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등_3,"교사용 수업 지도안, 학생용 활동지",지역 연계,유치원,6,기타,환경감수성,운동장(야외),자연환경,육상생태계,"놀이, 견학과 체험","[2슬02-02] 봄에 볼 수 있는 동식물의 특징과 변화를 찾아보고 생명의 소중함을 안다.
[2즐02-01] 봄의 모습과 생활을 놀이와 활동으로 다양하게 표현하며 즐긴다."
904,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등_4,"교사용 수업 지도안, 학생용 활동지",지역 연계,초등학교(3~4),5,"국어, 과학, 도덕","환경감수성, 협동과공동체 역량","일반교실, 학교밖",자연환경,육상생태계,"견학과 체험, 해설, 관찰","[4국05-05] 재미나 감동을 느끼며 작품을 즐겨 감상하는 태도를 지닌다.
[4과03-02] 다양한 환경에 서식하는 식물을 조사하여 식물의 생김새와 생활 방식이 환경과 관련되어 있음을 설명할 수 있다.
[4도04-02] 인간과 자연이 함께 살아야 하는 이유를 이해하고 공생을 위한 구체적인 실천 계획을 세우며 생태 감수성을 기른다."
905,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등_5,"교사용 수업 지도안, 학생용 활동지",지역 연계,초등학교(1~2),1,"창의적 체험 활동, 통합 교과",환경감수성,"일반교실, 운동장(야외)",자연환경,육상생태계,"놀이, 관찰","[2슬02-01] 봄의 모습과 사람들의 생활을 다양한 감각을 활용하여 탐색하고 발견한다.
[2바02-01] 봄의 변화에 관심을 가지고 자연을 사랑하는 마음으로 생활한다.
[2즐02-01] 봄의 모습과 생활을 놀이와 활동으로 다양하게 표현하며 즐긴다."
906,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등_6,"교사용 수업 지도안, 학생용 활동지",지역 연계,초등학교(5~6),4,"과학, 사회, 미술",환경감수성,"일반교실, 학교밖",자연환경,"육상생태계, 기후변화","놀이, 프로젝트","[6과12-02] 식물의 전체적인 구조 관찰과 실험을 통해 뿌리 줄기 잎 꽃의 구조와 기능을 설명할 수 있다. 
[6과05-03] 생태계 보전의 필요성을 인식하고 생태계 보전을 위해 우리가 할 수 있는 일에 대해 토의할 수 있다.
[6미01-02] 대상이나 현상에서 시각적 특징을 발견할 수 있다.
[6사08-05] 지구촌의 주요 환경문제를 조사하여 해결 방안을 탐색하고 환경문제 해결에 협력하는 세계시민의 자세를 기른다."
907,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등_7,"교사용 수업 지도안, 학생용 활동지",지역 연계,초등학교(3~4),4,"과학, 미술",환경감수성,학교밖,자연환경,육상생태계,"창작, 프로젝트, 견학과 체험, 관찰","[4과03-01] 여러 가지 식물을 관찰하여 특징에 따라 식물을 분류할 수 있다.
[4과03-02] 다양한 환경에 서식하는 식물을 조사하여 식물의 생김새와 생활 방식이 환경과 관련되어 있음을 설명할 수 있다.
[4과14-03] 인간 활동이 생태계에 미치는 영향을 조사하고 생태계 보전을 위해 우리가 할 수 있는 일을 토의하여 실천할 수 있다.
[4미02-01] 관찰과 상상으로 아이디어를 떠올려 표현 주제를 구체화할 수 있다.
[4미02-05] 미술과 타 교과를 관련지어 주제를 표현하는 데 흥미를 가질 수 있다."
908,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등_8,"교사용 수업 지도안, 학생용 활동지",지역 연계,초등학교(3~4),3,"과학, 사회","환경감수성, 협동과공동체 역량",일반교실,자연환경,"육상생태계, 지속가능한 도시개발","프로젝트, 조사","[4과02-01] 여러 가지 동물을 관찰하여 특징에 따라 동물을 분류할 수 있다. 
[4과02-02] 다양한 환경에 서식하는 동물을 조사하여 동물의 생김새와 생활 방식이 환경과 관련되어 있음을 설명할 수 있다. 
[4과03-01] 여러 가지 식물을 관찰하여 특징에 따라 식물을 분류할 수 있다. 
[4과03-02] 다양한 환경에 서식하는 식물을 조사하여 식물의 생김새와 생활 방식이 환경과 관련되어 있음을 설명할 수 있다. 
[4사01-02] 주변의 여러 장소를 살펴보고 우리가 사는 곳을 더 살기 좋은 곳으로 만드는 방안을 탐색한다. "
909,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등_9,"교사용 수업 지도안, 학생용 활동지",지역 연계,초등학교전체,6,창의적 체험 활동,환경감수성,"학교밖, 일반교실","자연환경, 생활환경","깨끗한 물과 위생, 육상생태계","견학과 체험, 놀이, 조사","[4도04-01] 생명의 소중함을 알고, 인간과 자연이 조화롭게 살아가는 방법을 모색하고 실천한다.
[4사02-01] 우리 고장의 자연환경과 인문환경의 특징을 살펴보고, 우리 고장에 대한 자부심을 가진다.
[6도04-01] 자연을 소중히 여기고 보호하며, 인간과 자연이 공존하는 지속 가능한 삶을 추구하는 자세를 가진다."
910,경기,따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등,경기_따로 또 같이 Everyday Earthday- 로컬 환경수업 시리즈 Ⅳ_초등_10,"교사용 수업 지도안, 학생용 활동지",지역 연계,초등학교(3~4),5,통합 교과,"환경감수성, 시스템 사고, 협동과공동체 역량, 환경 정보 활용 능력",일반교실,"자연환경, 환경문화","육상생태계, 깨끗한 물과 위생","조사,프로젝트, 토의와 토론","[4사09-02]  사 지역의 자연환경 역사 문화 생산물 등을 알리려는 지역사회의 노력을 알고 관심을 갖는다.
[4과02-02]  과 다양한 환경에 서식하는 동물을 조사하여 동물의 생김새와 생활 방식이 환경과 관련되어 있음을 설명할 수 있다. "
